sku_id,dtc_title,dtc_price,dtc_review_count_visible,asin,amazon_rank,amazon_title,amazon_price,amazon_rating_text,amazon_review_count_text,amazon_url,amazon_image,labebe_like,candidate_score,duplicate_top_asin_count,search_candidate_status,search_candidate_note,screenshot
outdoor-garden-potting-bench-table,Outdoor Garden - Potting Bench Table,139.99,4.0,B0DR2C1557,1,"Feasto Garden Potting Bench with Storage, Outdoor Potting Table & Garden Work Bench for Plants, Horticulture, Outdoor Potting Station with Stainless Steel Tabletop, Outdoor Work Table",$129.99,"4.5 out of 5 stars, rating details",95.0,https://www.amazon.com/Feasto-Gardening-Horticulture-Workstation-Stainless/dp/B0DR2C1557,https://m.media-amazon.com/images/I/71FFNjWTWLL._AC_UL320_.jpg,False,55,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/outdoor-garden-potting-bench-table.png
rubber-wood-montessori-shelf,Rubber Wood Montessori Shelf,139.99,7.0,B0G6KY6WQY,1,"Rubber Wood Montessori Shelf, Wooden Toy Storage Organizer for Books Toys, 2 Shelf Bookcase, 5-Section Storage Cabinet, Toddler Book Shelf for Kids Rooms, Playroom, Nursery, Kindergarten",$139.99,"4.8 out of 5 stars, rating details",14.0,https://www.amazon.com/PTINFLUCE-Montessori-Organizer-5-Section-Kindergarten/dp/B0G6KY6WQY,https://m.media-amazon.com/images/I/71XB05SZWgL._AC_UL320_.jpg,False,55,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/rubber-wood-montessori-shelf.png
sit-and-spin-wooden-spinner-seat,Sit and Spin Wooden Spinner Seat,55.99,,B09WFVR9D9,1,Wooden Spinner Seat - Sit and Spin - Bigger Size - Classic Spinning Activity Toy for Toddlers & Kids All Ages (Patent Pending),$109.00,"4.4 out of 5 stars, rating details",470.0,https://www.amazon.com/Wooden-Spinner-Seat-Spinning-Activity/dp/B09WFVR9D9,https://m.media-amazon.com/images/I/71P58JlCO4L._AC_UL320_.jpg,False,55,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/sit-and-spin-wooden-spinner-seat.png
wooden-bakery-toy-food-playset,Wooden Bakery Toy Food Playset,36.99,6.0,B0DD3XRCJH,1,"17 PCS Wooden Bakery Toy Food Playset for Kids, Pretend Picnic Play Food for Toddlers 3+, Play Kitchen Accessories with Shopping Bag, Cutting Food Toys, Gift for Girls Boys and Girls",$25.99,"4.5 out of 5 stars, rating details",86.0,https://www.amazon.com/Playset-Pretend-Toddlers-Accessories-Shopping/dp/B0DD3XRCJH,https://m.media-amazon.com/images/I/719qC4WZF6L._AC_UL320_.jpg,False,55,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-bakery-toy-food-playset.png
wooden-toy-storage-organizer-with-shelves-bins,Wooden Toy Storage Organizer with Shelves & Bins,99.99,3.0,B0FS6P7PHY,1,"Kids Toy Storage Organizer with Bookshelf – Wooden Shelf with 16 Bins & 3 Shelves, Quick Assembly Storage Rack for Playroom, Bedroom, Nursery - White",$79.99,"4.7 out of 5 stars, rating details",68.0,https://www.amazon.com/Etitlly-Kids-Storage-Organizer-Bookshelf/dp/B0FS6P7PHY,https://m.media-amazon.com/images/I/81FfRGKV0tL._AC_UL320_.jpg,False,55,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-toy-storage-organizer-with-shelves-bins.png
magnetic-easel-with-deluxe-art-supplies-pink,Magnetic Easel with Deluxe Art Supplies – Pink,93.99,,B086WNQRC3,1,"Melissa & Doug Magnetic Tabletop Easel, Deluxe Double-Sided Wooden Art Set with Chalkboard, Dry-Erase Board, Paper Roll Holder, Magnets & Art Supplies, Preschool Learning Toys for Kids Ages 3+",$46.97,"4.6 out of 5 stars, rating details",1.0,https://www.amazon.com/Melissa-Doug-Double-Sided-Commerce-Packaging/dp/B086WNQRC3,https://m.media-amazon.com/images/I/719dAIH0heL._AC_UL320_.jpg,False,50,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/magnetic-easel-with-deluxe-art-supplies-pink.png
magnetic-easel-with-deluxe-art-supplies-purple,Magnetic Easel with Deluxe Art Supplies – Purple,95.99,,B086WNQRC3,1,"Melissa & Doug Magnetic Tabletop Easel, Deluxe Double-Sided Wooden Art Set with Chalkboard, Dry-Erase Board, Paper Roll Holder, Magnets & Art Supplies, Preschool Learning Toys for Kids Ages 3+",$46.97,"4.6 out of 5 stars, rating details",1.0,https://www.amazon.com/Melissa-Doug-Double-Sided-Commerce-Packaging/dp/B086WNQRC3,https://m.media-amazon.com/images/I/719dAIH0heL._AC_UL320_.jpg,False,50,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/magnetic-easel-with-deluxe-art-supplies-purple.png
shark-activity-wall-busy-board-panel,Shark Activity Wall Busy Board Panel,99.99,2.0,B0CTGTZVHH,1,"Shark Activity Wall Busy Board Panels,Busy Board for Toddlers Montessori Sensory Toys Wall Mount Wooden Learning Toy Ideal Furniture for Playroom & Children's Daycare",$59.99,"4.2 out of 5 stars, rating details",73.0,https://www.amazon.com/Activity-Toddlers-Montessori-Furniture-Childrens/dp/B0CTGTZVHH,https://m.media-amazon.com/images/I/71YpuhhV2mL._AC_UL320_.jpg,False,50,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/shark-activity-wall-busy-board-panel.png
labrador-plush-rocker,Labrador Plush Rocker,119.99,3.0,B0F6C15NM9,1,"Baby Rocking Horse,Labrador Wooden Rocking Horse for Toddlers 1 Year Old Cute Dog Stuffed Plush Ride-on Toy Rocking Animal for Baby Boys and Girls Nursery/Child Christmas or Birthday Gift",$119.99,"4.9 out of 5 stars, rating details",32.0,https://www.amazon.com/Rocking-Labrador-Toddlers-Christmas-Birthday/dp/B0F6C15NM9,https://m.media-amazon.com/images/I/61djl7ENT5L._AC_UL320_.jpg,False,45,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/labrador-plush-rocker.png
magnetic-easel-with-deluxe-art-supplies-colorful,Magnetic Easel with Deluxe Art Supplies – Colorful,93.99,,B00MC7TC6M,1,"Melissa & Doug Deluxe Magnetic Standing Art Easel with Chalkboard, Dry-Erase Board, and 39 Letter and Number Magnets - FSC Certified",$142.99,"4.4 out of 5 stars, rating details",1.0,https://www.amazon.com/Melissa-Doug-Magnetic-Chalkboard-Dry-Erase/dp/B00MC7TC6M,https://m.media-amazon.com/images/I/71eonS642PL._AC_UL320_.jpg,False,45,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/magnetic-easel-with-deluxe-art-supplies-colorful.png
kids-desk-chair-set-with-cork-board-hutch,Kids’ Desk & Chair Set with Cork Board & Hutch,179.99,5.0,B0FLPXNKNB,1,"Wooden Pink Kids Study Desk and Chair Set, 2 Drawers and 2 Storage Cabinets, Children Desk with Hutch and Bookshelf, Girls Study Desk for Kids Bedroom",$149.99,"5.0 out of 5 stars, rating details",1.0,https://www.amazon.com/RUPOLX-Drawers-Cabinets-Children-Bookshelf/dp/B0FLPXNKNB,https://m.media-amazon.com/images/I/717w8bpLPHL._AC_UL320_.jpg,False,43,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/kids-desk-chair-set-with-cork-board-hutch.png
children-s-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art,Children’s Writing Desk and Chair Set with Hutch & Cork Board for Study & Art,179.99,12.0,B0FLPXNKNB,1,"Wooden Pink Kids Study Desk and Chair Set, 2 Drawers and 2 Storage Cabinets, Children Desk with Hutch and Bookshelf, Girls Study Desk for Kids Bedroom","JPY 23,886","5.0 out of 5 stars, rating details",1.0,https://www.amazon.com/RUPOLX-Drawers-Cabinets-Children-Bookshelf/dp/B0FLPXNKNB,https://m.media-amazon.com/images/I/717w8bpLPHL._AC_UL320_.jpg,False,40,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/children-s-writing-desk-and-chair-set-with-hutch---cork-board-for-study---art.png
highlander-cattle-plush-rocker,Highlander Cattle Plush Rocker,125.99,6.0,B071774PWC,1,"Child Rocking Horse Toy, Stuffed Animal Rocking Horse, Green Crocodile Plush Rocker Toy for Kid 6 Month -3 Years, Wooden Rocking Horse Chair/Rocker/Animal Ride on",$101.99,"4.6 out of 5 stars, rating details",662.0,,https://m.media-amazon.com/images/I/71XtG2nyeIL._AC_UL320_.jpg,False,40,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/highlander-cattle-plush-rocker.png
wooden-round-stools-2-per-pack,Wooden Round Stools(2 per Pack),35.99,,B0FD2YT9K6,1,"2 Pack Small Solid Wood Stool, Round Wooden Step Stool, Plant Stand or Stool for Kids and Adults, Sturdy Non-Slip Wood Seat for Bathroom, Bedroom, Living Room, Easy to Assemble, Natural",$43.79,"4.8 out of 5 stars, rating details",46.0,https://www.amazon.com/NKGIAG-Non-Slip-Bathroom-Bedroom-Assemble/dp/B0FD2YT9K6,https://m.media-amazon.com/images/I/71+1QybdwVL._AC_UL320_.jpg,False,40,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-round-stools-2-per-pack.png
kids-coffee-shop-grocery-store-playset,Kids Coffee Shop & Grocery Store Playset,87.99,5.0,B0FJFBZ1K2,1,Tiny Land,$99.99,"4.5 out of 5 stars, rating details",39.0,https://www.amazon.com/Tiny-Land-Wooden-Play-Store/dp/B0FJFBZ1K2,https://m.media-amazon.com/images/I/71yWOwH+EWL._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/kids-coffee-shop-grocery-store-playset.png
kids-toy-storage-organizer-with-bins,Kids Toy Storage Organizer with Bins,109.99,5.0,B01NAI6YC5,1,Humble Crew,$55.99,"4.7 out of 5 stars, rating details",38.0,https://www.amazon.com/Humble-Crew-Extra-Large-Organizer-Storage/dp/B01NAI6YC5,https://m.media-amazon.com/images/I/717pdi6xZ8L._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/kids-toy-storage-organizer-with-bins.png
kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer,"Kids Wooden Desk & Chair Set with Corkboard, Hutch Storage & Organizer",179.99,11.0,B0F3HTRVLL,1,Treocho,"JPY 21,657","4.6 out of 5 stars, rating details",102.0,https://www.amazon.com/Treocho-Tiltable-Desktop-Children-Storage/dp/B0F3HTRVLL,https://m.media-amazon.com/images/I/71ag9x42g-L._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/kids-wooden-desk---chair-set-with-corkboard--hutch-storage---organizer.png
natural-wood-montessori-shelf-with-storage-boxes,Natural Wood Montessori Shelf with Storage Boxes,114.99,9.0,B0FLXN9MG7,1,MallBest,"JPY 20,701","4.0 out of 5 stars, rating details",19.0,https://www.amazon.com/MallBest-Montessori-Shelf-Kids-Removable/dp/B0FLXN9MG7,https://m.media-amazon.com/images/I/71iNgn49uKL._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/natural-wood-montessori-shelf-with-storage-boxes.png
outdoor-mud-kitchen-yellow,Outdoor Mud Kitchen - Yellow,129.99,5.0,B0GKM5TTK7,1,ROBUD,$85.49,,,https://www.amazon.com/Kitchen-Outdoor-Planting-Accessories-Educational/dp/B0GKM5TTK7,https://m.media-amazon.com/images/I/81DYZLa-D4L._AC_UL320_.jpg,False,25,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/outdoor-mud-kitchen-yellow.png
rubber-wood-corner-cabinet,Rubber Wood Corner Cabinet,79.99,1.0,B0G2M4BCRZ,1,HOOBRO,$79.99,"2.8 out of 5 stars, rating details",4.0,https://www.amazon.com/HOOBRO-Corner-Bathroom-Organizer-NL118CJ01/dp/B0G2M4BCRZ,https://m.media-amazon.com/images/I/71KUHqjn8XL._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/rubber-wood-corner-cabinet.png
wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink,Wooden Mud Kitchen with Planter Box,109.99,1.0,B0GKM5TTK7,1,ROBUD,$85.49,,,https://www.amazon.com/Kitchen-Outdoor-Planting-Accessories-Educational/dp/B0GKM5TTK7,https://m.media-amazon.com/images/I/81DYZLa-D4L._AC_UL320_.jpg,False,25,2,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-mud-kitchen-outdoor-play-kitchen-with-planter-box-sink.png
wooden-rainbow-rocking-chair,Wooden Rainbow Rocking Chair,69.99,,B0BFF4C6VQ,1,INFANS,$69.99,"4.7 out of 5 stars, rating details",597.0,https://www.amazon.com/INFANS-Anti-Tipping-Children-Kindergarten-Preschool/dp/B0BFF4C6VQ,https://m.media-amazon.com/images/I/71lTqQnv2SL._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-rainbow-rocking-chair.png
wooden-rotating-bookshelf,Wooden Rotating Bookshelf,104.99,2.0,B09461C2CH,1,Heehee,$89.30,"4.4 out of 5 stars, rating details",1.0,https://www.amazon.com/Rotating-Bookshelf-Standing-Multi-Functional-Organizer/dp/B09461C2CH,https://m.media-amazon.com/images/I/61PzqPqq89L._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-rotating-bookshelf.png
wooden-square-stools-2-per-pack,Wooden Square Stools(2 per Pack),34.99,7.0,B0FT7DVLDQ,1,YEXEXINM,$29.99,"4.7 out of 5 stars, rating details",10.0,https://www.amazon.com/YEXEXINM-Non-Slip-Bathroom-Footstool-Assembly/dp/B0FT7DVLDQ,https://m.media-amazon.com/images/I/71NXYEHSgeL._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-square-stools-2-per-pack.png
wooden-washer-dryer-playset,Wooden Washer & Dryer Playset,89.99,5.0,B0FCRMY75X,1,ROBOTIME,$90.14,"4.3 out of 5 stars, rating details",24.0,https://www.amazon.com/ROBOTIME-Kids-Washer-Dryer-Playset/dp/B0FCRMY75X,https://m.media-amazon.com/images/I/81OnFR1QkPL._AC_UL320_.jpg,False,25,1,search_competitor_or_generic_top_result,Top result appears to be a competitor or generic category result; keep as discovery context only.,qa/marketplace_probe/amazon_search_candidates_full_v1/wooden-washer-dryer-playset.png
